intents,content
career_transition,"I have got two offers in data science ...Xoriant and TensorIOT..and i received this within one month of layoff from my previous organization Accenture, but i am doubtful of the stability in TensorIOT can you please guide me ..which one i should go ahead with"
career_transition,"now Xoriant is a mid level company bt TensorIOT is a startup company and TensorIOT is more focussed on ML, DL computer vision and using AWS services and IOT using aws services so i am guessing there will be a huge learning curve<e_m a=""live:dc86097acf4e85b1"" ts_ms=""1600356139843"" ts=""1600356139"" t=""61""></e_m> I am going ahead with Xoriant for now but Tensor Iot was surely good. However not confident on taking another risk on a startup right now on grounds of stability after being laid off in August from Accenture"
career_transition,"Can anyone get job as fresher by implementing ML only in mumbai? because many people says that for that go for data analyst first, you will not get job here direct"
career_transition,"I am from ML 28th batch but that will take time to complete.so I want to apply for data analyst. For data analyst, Should I have work on live project for EDA or I can get without live project also?"
career_transition,"Please don&apos;t get me wrong when I ask u this , but I am doing the MLDL6 course started recently, and I want to make a career out of data science as a data scientist. Can u please tell me the other things or softwares or anything I should learn as well to improve myself during this free time ? Currently I am learning tableau and SQL along with ur stats community classes and live MLDL classes too."
career_transition,"NLP or Computer vision, WHich can be a best area of research?"
career_transition,Sir I need Some Carreer Guidance
career_transition,"So I was checking (gaming domain) 
Like you know games like 
Fifa and many other.
They also use artificial intelligence. 
So what should be skillset for the same.
And also as a fresher 
Do they let a fresher apply.?"
career_transition,A little bit of career related support I required.
career_transition,"Now here are some things .

1. He said that data science is for 
Masters or PhD graduates. 
Is it?"
career_transition,"Sir.
What will be your suggestion?"
career_transition,"And.
Just another thing.

Like 
I have discussed with sudhanshu sir.
As well.
And he told it wont be much of a problem.
I&apos;m doing bca now and I&apos;m in first year.

So will I have to wait for my graduation to complete to get the jobs or will I be able to get it before also.

Given I&apos;m doing correspondence degree"
career_transition,"I&apos;m gonna be 22 now.
That will be a huge gap.
Like before my graduation start there is a gap.
And then again for 2 years."
career_transition,"I read that.
Bca graduates are paid less In ds field and also.
They dont get good work to do.
Is it?"
career_transition,"I came across this channel pepcoding.
For 
Ds and algo. 
I had a chat with the person.

But he said as I&apos;m doing (bca from correspondence).
He said 
Ds jobs require masters or PhDs degree."
career_transition,"How should I keep moving forward? 
"
career_transition,"I have just a small query...
Yes I&apos;m seeing the classes. But as you know I&apos;m doing correspondence degree. So not so much involved in college class.
So I was asking 
What guidance you would give me?"
career_transition,"And 
What are the skills that are required for ds?
Is that all covered in the course?
Like SQL 
Deployment. 
Right?"
career_transition,"Hey I just had 1 question.
Please tell if it is true or not.

Since I&apos;m doing bca . It&apos;s a 3 year degree course.

I was reading that many companies hire people with 4 year degree(btech) for data science. 
Is it true?
Or 
Bca can also get ds jobs?"
career_transition,"Hello I just have a small question. 
As seeing 
Many ml algorithms are getting automated.
So I was reading.
In coming future 
There wont be a need for data scientists. 
Is it true?
"
career_transition,"Hello sir
Sudhanshu sir or jiwitesh sir online?
Actually I wanted a career related advice..."
career_transition,"It&apos;s just I am doing the course. 
But i just wanted a guidance..."
career_transition,"Hello sudhanshu sir 
Or 
Jiwitesh sir online?
Actually I wanted to discuss a brief about career. 
Just a guidance I required."
career_transition,"I wanted to discuss a brief about career.
Since dashboard mails takes a little time to revert."
career_transition,"Oh
I had some things to discuss 
Some guidance I needed."
career_transition,"For data science 
We should also know.
R and scala?
Or python would work?
And yeh I&apos;m also getting my hands on java 
Know 
Some c++ and c 
So will it work?"
career_transition,"Of course I&apos;m learning. 
But as I have correspondence learning. 
So I want to start with internship and fresher jobs 
I understand that will be after I complete and have knowledge. 
But what is the correct path to that knowledge?"
